epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2215.01,0.52641,0.32828,0.86397,0.85808,0.76,0.85401,0.49047,1.68602,0.84551,1.69045,0.00064558,0.00064558,0.00064558
181,2225.82,0.53383,0.34922,0.87491,0.90349,0.8,0.89953,0.49374,1.63919,0.81215,1.65479,0.0006436,0.0006436,0.0006436
182,2236.47,0.51851,0.32359,0.86843,0.89144,0.88,0.91279,0.48331,1.65098,0.81625,1.67414,0.00064162,0.00064162,0.00064162
183,2247.88,0.50665,0.33198,0.87589,0.86844,0.79239,0.86136,0.48993,1.63902,0.81808,1.64195,0.00063964,0.00063964,0.00063964
184,2259.26,0.47888,0.32296,0.86451,0.90742,0.84,0.8956,0.47315,1.6781,0.81121,1.70099,0.00063766,0.00063766,0.00063766
185,2269.94,0.4792,0.32223,0.84371,0.90454,0.84,0.90315,0.47652,1.63395,0.76487,1.65216,0.00063568,0.00063568,0.00063568
186,2281.46,0.48088,0.32865,0.84429,0.94455,0.84,0.90132,0.50961,1.59097,0.7411,1.63458,0.0006337,0.0006337,0.0006337
187,2292.44,0.49934,0.31711,0.85476,0.87087,0.84,0.87128,0.48817,1.62546,0.78088,1.6668,0.00063172,0.00063172,0.00063172
188,2303.79,0.49472,0.3209,0.87654,0.98027,0.88,0.92365,0.50785,1.68294,0.85958,1.72758,0.00062974,0.00062974,0.00062974
189,2315.46,0.4872,0.31857,0.85103,0.94335,0.88,0.90874,0.50713,1.6929,0.90486,1.72311,0.00062776,0.00062776,0.00062776
190,2327.06,0.47483,0.32124,0.87043,0.95222,0.88,0.92695,0.49997,1.71242,0.90717,1.71797,0.00062578,0.00062578,0.00062578
191,2339.07,0.49322,0.32418,0.85414,0.95375,0.88,0.92676,0.49967,1.65345,0.88875,1.66105,0.0006238,0.0006238,0.0006238
192,2350.75,0.47047,0.31244,0.83798,0.95423,0.83423,0.9125,0.49644,1.6151,0.86103,1.63603,0.00062182,0.00062182,0.00062182
193,2362.12,0.53405,0.34243,0.89113,0.95434,0.83612,0.89619,0.49795,1.59938,0.85895,1.63298,0.00061984,0.00061984,0.00061984
194,2374.36,0.47449,0.32599,0.85553,0.95097,0.84,0.89213,0.50164,1.59498,0.89496,1.64115,0.00061786,0.00061786,0.00061786
195,2385.73,0.51642,0.33488,0.86205,0.99473,0.84,0.89542,0.48744,1.62376,0.8663,1.65955,0.00061588,0.00061588,0.00061588
196,2396.69,0.47373,0.32116,0.86855,0.95349,0.84,0.8953,0.48298,1.63163,0.83186,1.68413,0.0006139,0.0006139,0.0006139
197,2407.75,0.47552,0.32182,0.85025,0.90839,0.84,0.8943,0.48521,1.63194,0.80689,1.67898,0.00061192,0.00061192,0.00061192
198,2420.83,0.49333,0.3083,0.88202,0.8636,0.8,0.84446,0.4781,1.64779,0.80313,1.66496,0.00060994,0.00060994,0.00060994
199,2432.29,0.48081,0.31143,0.85406,0.84124,0.88,0.88373,0.4797,1.72134,0.9077,1.70608,0.00060796,0.00060796,0.00060796
200,2443.16,0.51106,0.34047,0.86993,0.83552,0.88,0.88078,0.47805,1.72895,0.93238,1.73618,0.00060598,0.00060598,0.00060598
201,2455.05,0.49034,0.34043,0.861,0.83371,0.88,0.87937,0.47197,1.69848,0.90232,1.7172,0.000604,0.000604,0.000604
202,2465.87,0.50247,0.32775,0.85797,0.74478,0.8,0.83002,0.46235,1.69121,0.84132,1.68913,0.00060202,0.00060202,0.00060202
203,2477.22,0.5158,0.33863,0.85428,0.79692,0.84,0.83796,0.45182,1.70199,0.87189,1.72072,0.00060004,0.00060004,0.00060004
204,2488.44,0.49476,0.32375,0.87175,0.8942,0.68,0.82877,0.45374,1.61163,0.89379,1.70339,0.00059806,0.00059806,0.00059806
205,2499.14,0.46934,0.31157,0.84114,0.81446,0.76,0.81791,0.4602,1.59844,0.90702,1.70124,0.00059608,0.00059608,0.00059608
206,2509.66,0.45811,0.30171,0.85247,0.99364,0.72,0.8673,0.46019,1.56951,0.87689,1.6549,0.0005941,0.0005941,0.0005941
207,2520.77,0.45904,0.30098,0.85654,0.99716,0.72,0.85754,0.46492,1.57911,0.89892,1.66666,0.00059212,0.00059212,0.00059212
208,2532.39,0.47558,0.32095,0.8512,0.94976,0.75642,0.87831,0.45899,1.55047,0.82239,1.62851,0.00059014,0.00059014,0.00059014
209,2543.18,0.47814,0.30489,0.84472,0.94983,0.76,0.88779,0.46217,1.54874,0.76927,1.62118,0.00058816,0.00058816,0.00058816
210,2554.1,0.50259,0.3253,0.87362,0.95212,0.79569,0.9125,0.49511,1.5749,0.72886,1.60645,0.00058618,0.00058618,0.00058618
211,2565.51,0.46859,0.30378,0.85301,0.89493,0.72,0.85247,0.47779,1.56159,0.7108,1.59971,0.0005842,0.0005842,0.0005842
212,2579.05,0.48388,0.31879,0.85481,0.89987,0.71902,0.86039,0.50295,1.57284,0.73441,1.60229,0.00058222,0.00058222,0.00058222
213,2591.05,0.47396,0.31512,0.85246,0.90386,0.75246,0.85609,0.50214,1.59463,0.76089,1.61433,0.00058024,0.00058024,0.00058024
214,2602.27,0.50021,0.32222,0.86769,0.83265,0.7962,0.84493,0.48481,1.59789,0.8171,1.60338,0.00057826,0.00057826,0.00057826
215,2614.82,0.49746,0.31173,0.86198,0.89884,0.76,0.84997,0.51419,1.56939,0.7986,1.56854,0.00057628,0.00057628,0.00057628
216,2627.02,0.47728,0.31026,0.8646,0.94197,0.72,0.85139,0.52003,1.56425,0.74227,1.56732,0.0005743,0.0005743,0.0005743
217,2637.99,0.45396,0.3008,0.83514,0.94193,0.72,0.859,0.50969,1.58204,0.76229,1.58841,0.00057232,0.00057232,0.00057232
218,2648.42,0.46557,0.30715,0.85313,0.88837,0.84,0.87142,0.49572,1.61878,0.77017,1.63412,0.00057034,0.00057034,0.00057034
219,2660.2,0.47726,0.3092,0.87423,0.89769,0.84,0.85605,0.49348,1.62647,0.78367,1.62212,0.00056836,0.00056836,0.00056836
220,2672.24,0.46019,0.31023,0.8483,0.88283,0.84,0.86039,0.50996,1.6222,0.80795,1.61085,0.00056638,0.00056638,0.00056638
221,2683.17,0.44874,0.30821,0.84128,0.86643,0.84,0.86448,0.50915,1.60889,0.78254,1.59289,0.0005644,0.0005644,0.0005644
222,2695.39,0.473,0.30833,0.83653,0.95194,0.79258,0.86318,0.48487,1.63744,0.72942,1.60538,0.00056242,0.00056242,0.00056242
223,2706.97,0.46478,0.29824,0.85174,0.93834,0.8,0.83762,0.47627,1.68211,0.71476,1.6462,0.00056044,0.00056044,0.00056044
224,2718.12,0.49198,0.32146,0.86221,0.93688,0.8,0.83408,0.4788,1.72432,0.74317,1.70698,0.00055846,0.00055846,0.00055846
225,2729.2,0.4802,0.31621,0.85787,0.92924,0.8,0.82168,0.48224,1.75508,0.78454,1.75515,0.00055648,0.00055648,0.00055648
226,2740.68,0.5112,0.33179,0.86463,0.90443,0.8,0.81957,0.4882,1.77117,0.80742,1.7766,0.0005545,0.0005545,0.0005545
227,2752.75,0.50555,0.3316,0.87306,0.91337,0.76,0.82578,0.48812,1.70379,0.83353,1.72263,0.00055252,0.00055252,0.00055252
228,2764.62,0.48088,0.3207,0.85051,0.90167,0.76,0.82951,0.47539,1.7332,0.92146,1.73277,0.00055054,0.00055054,0.00055054
